,Pop/Rock,Country,Jazz,R&B;,Blues,Folk,Vocal,Electronic,Reggae,Classical,Avant-Garde,International,Latin,Stage & Screen,Religious,Easy Listening,Comedy/Spoken,New Age,Children's,Unknown
0,-0.22646384744508777,0.24466350306305445,-0.13395840548925364,0.6546048744876106,0.23581209663723288,-0.20654922096837194,-0.5710500870510395,0.6199286025705467,1.441251882618682,-1.584493681818055,-0.8042597340241943,0.09208773272568382,0.5032867837033931,-1.5949660500572256,-0.31100439296285803,-0.7372711712727551,0.004238854102281524,-1.2478965711448566,0.8242566320110649,-0.4204183543551501
1,0.43339442705373366,-0.26309298862955827,-0.9675951249456962,-0.11270492612602717,-0.5731906975256736,-1.2625827481923664,-1.3256407086962627,0.41152650218277387,-0.12587754916477215,-1.7993962441551186,-1.3780181407426968,-0.5553770008558568,-0.0254341518243737,-1.4065870752409102,-0.13891410134196594,-0.9827498120320656,0.08967159721827031,-1.5714719088411362,-0.8811073310671478,0.3713942254461595
2,-0.08510211062717675,0.32722037042420243,-0.17640593998909457,0.35231489855161274,0.5476436570565992,-0.2142029980866702,-0.5150840531225522,-0.28840206351184083,0.9637131612209883,-1.6162964426642883,-0.830214769226648,0.27427569306736355,0.6937425861081539,-1.4696709224724704,-0.5370929706495953,-0.7007986501087622,-0.3199761465786876,-1.5532155909551897,0.45486805246212103,1.2137094826696462
3,0.20315182705407805,0.10106330957742699,-0.4001941271391517,-0.18222629990079764,-0.0153726391879836,0.05715930582070524,-0.4355762015427151,0.009862387417790218,-0.21942377418018358,-0.7874160507549944,-0.6753196235915128,-0.2729510545455887,-0.15105302592461162,-0.7541807789036196,-0.17309219647654836,-0.41256419133517147,-0.5888575488705399,-0.5150952354539132,-0.32272902092822053,0.5529185436534912
4,0.3191500812822507,-0.007694491285844313,-1.0595059822025414,0.14281312536034285,-0.43398971042429835,-0.9953449118834073,-0.8142325717674818,0.19310310903119465,0.09477068766926393,-2.4356695293212702,-2.3679503175784844,-0.5235662182475611,0.16385347877449988,-1.4342688606521588,0.1951976906296782,-0.9159076155213705,-0.6801752813021404,-1.9452177317837407,-0.3483955841484155,0.15442473193401066
5,0.10559511580663895,0.4340029347954191,-0.3629502674504622,-0.28157676860517383,0.052895992792703676,0.27405932049504644,0.14414479867356936,-0.4873261435300909,-0.2925963428200526,0.09350672508034173,-0.008187918582090881,-0.04920057322784547,-0.1491097537591451,-0.16005191978465674,0.29042107254655003,0.23941643120470138,0.0691884407262817,-0.35787476345642016,0.46638708517592753,0.46638708517592753
6,0.0150969335776701,0.10376571552322642,-0.15499838719238343,0.04218378061430802,-0.03614886545829198,0.015659695367906117,-0.08098295079728511,0.17931711035539516,0.16251269747768227,-0.09514389107441827,-0.06838278993927287,-0.044139442465628974,-0.02798928327179842,-0.344852648563051,-0.08202773728288042,-0.15825515357154527,-0.12118280357323291,-0.5348321825017711,-0.359063716062404,-0.05115725357642068
7,-0.4495737959110696,0.3167427739365315,1.048185258675881,-0.09120441492929406,0.7420877030714659,1.3127173622058144,1.492799007149557,-0.5111809773186909,-0.3735328291267311,1.8442074342709767,1.1511866341035861,0.8433206617741673,0.4332148366035246,1.2721971933875917,0.08651711095273959,1.2189850635866135,1.1359725491730217,1.3483631623779226,1.0471556082446245,-0.22060331276530964
8,-0.11147960745236124,-0.3873292775942072,1.1814064122802506,-0.39835889791041107,-0.1457353997155124,-0.23073607422193215,-0.39184732703681197,0.9345356630604322,-0.23662443102453679,1.4023056264336506,1.5909260320732097,0.04737010082309918,-0.2545923146185863,1.6471128697409556,-0.5045547569315757,1.7176374843627913,-0.4324268909708765,2.3766577062398433,-0.5505104202569702,-0.4474477970642754
9,0.04428953238806365,-0.10586812921926964,-0.19566218593642024,-0.1433795821180161,-0.030540574040598286,-0.05643422676244219,0.28290819754997354,-0.04362540000668877,-0.3550424335359917,-0.25406818952250265,-0.5193649368484268,-0.09579222411115504,-0.12065248101069542,-0.30282626199118107,0.5326097462044929,-0.09691387231953301,2.991707924439715,-0.35673552619755333,0.4528542141004098,-0.8221051225196635
10,-0.10309712940388249,-0.3070629877918257,-0.13841102081085643,0.10853119366290863,-0.05241137778577623,-0.06854393020461899,0.016041571027298477,0.12879949817542558,1.1191615377946214,-0.19977444401270977,-0.16963664082425342,0.06352518272981142,-0.11361936191833785,-0.10047494929848462,-0.10770125678658923,-0.24511067594653352,6.336310068696088,-0.35439321521221195,0.254686865058193,-0.4663897409190627
11,-0.08031317738028851,-0.5421358968344331,0.8200722722031176,0.058085325196129516,-0.21393639545254692,-0.38844442663693257,-0.4807704850443439,0.5062440265963996,-0.1790676390907396,0.7164455244771133,1.4049004496466422,0.3649762776176636,-0.12066953444058978,-0.41514505087961917,0.5440467736112489,-0.49112436097294593,0.2886245782636326,1.4250384071419007,-1.181482287346151,-0.27978979619091243
12,0.25204201900546547,-0.11850694891008005,-1.0518744226834442,0.13104195295588542,-0.8561644244199893,-0.8264084695042506,-1.2016430908650046,0.7397880622485997,0.14565880934138306,-0.9958700302702227,-0.15253132525908356,-0.3803472231716104,0.19936031310072638,-0.3846662953497599,0.04537646794540993,-1.2121357235715033,-0.8308282419013363,-0.11716430400556622,-0.7583470420490059,0.05574556287450331
