,1960,1930,1950,1970,1940,1980,1990,2000,2010
1,0.821016330098048,0.9637916135329487,0.9481390702099648,0.604508859321879,0.9413152652165313,0.9272853209506002,0.9290224280080239,0.9750537992440529,0.9929896652570946
2,0.7635774621737585,0.9568720772362075,0.9154988631288681,0.5912403442085354,0.9149581673449492,0.5201840209058713,0.576574175010913,0.8229066616127183,0.963066948708948
3,0.7616921042223981,0.954049565672082,0.8627345485523388,0.5022496096660559,0.9057183029472505,0.463897338080218,0.5433146823670346,0.7838367033097391,0.898036345163937
4,0.6959431563046975,0.9059391851829313,0.8522141614097071,0.45214682753394086,0.8962738386867098,0.19292852497256838,0.5083414393907405,0.7614785168222278,0.8327722394503703
5,0.6926709494415746,0.875676496532088,0.8327086853616527,0.3916688892274105,0.8790334262918185,0.1868825893001011,0.5012533635899825,0.6934914292110592,0.8128470719480387
6,0.6567662075812115,0.8408659820137012,0.7826792694900637,0.38408953237782434,0.8596868339632229,-0.020297080087569093,0.3917535449673625,0.6553341808180952,0.1739976426247786
7,0.6334563035409737,0.8074550412911724,0.7788388248204846,0.3813624827327461,0.8482609751989196,-0.03803950564052326,0.3329851817350149,0.5140886835533733,-0.08681909051206456
8,0.490945654071734,0.8063742736537363,0.7557713237829344,0.36213875257031186,0.8266289933670443,-0.1568880713594488,0.10072590643475923,0.15556135709201316,-0.7014632196709181
9,0.49033855843648266,0.8008608112721799,0.7498073640813477,0.32389485688588243,0.8195172080136153,-0.17312448459511676,-0.07238523307296879,-0.004440306033866692,
10,0.47860543959360036,0.7975492143831819,0.7492860365481491,0.2834651075593153,0.8084507137443181,-0.18183856828217942,-0.08055815727209448,-0.0267399117766028,
11,0.4778132250670359,0.7359627799102801,0.6979515522263694,0.25275477910664595,0.8034865154246418,-0.25456322569104534,-0.1927319425415832,-0.07341996445458146,
12,0.46648281974746797,0.663333931572244,0.6957871328245011,0.10737187460409768,0.7092248809190467,-0.25933605310625707,-0.2250700228942983,-0.2365465045526211,
13,0.4462110027711322,0.5668878138597961,0.670229203347569,0.07147596712185322,0.6414400206967923,-0.3117216391549269,-0.2285847277829316,-0.24810527540644173,
14,0.3669278882575917,0.26280207595049965,0.6199505130510458,0.015983939899179178,0.6249781049108987,-0.3906341349547899,-0.24692708846402006,-0.5954968920633261,
15,0.3643882214712527,,0.4651348778183497,-0.017571351773847804,0.5212591800098565,-0.6095007502159464,-0.2606634241938479,-0.5973903411760444,
16,0.34490062587307035,,0.32541083808462623,-0.021712076715585116,0.3815603516250431,-0.6175706385129833,-0.33390704771401125,,
17,0.24051997273015008,,0.19090481682593302,-0.09326961637965554,,-0.8372170207063315,-0.3716591397088776,,
18,0.17158943641938562,,,-0.13166227310369782,,,-0.37787800999873483,,
19,,,,-0.20821941136622524,,,-0.3991680276375922,,
20,,,,-0.27007304628196027,,,,,
