,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.578,0.865,0.48700000000000004,117.11399999999999,-7.062,1.0,9.0,0.0264,0.00185,0.365,0.046,120347.0,26.0
1,0.436,0.992,0.631,99.035,-3.637,1.0,10.0,0.00109,0.0622,0.084,0.0376,185893.0,47.0
2,0.34805,0.96095,0.51025,131.8393,-4.3769,1.0,0.0,0.01268094,0.021015131,0.290215,0.13460999999999998,167643.4,43.25
3,0.39175,0.9359999999999999,0.535,169.77625,-3.68975,1.0,6.0,0.002542325,4.1899999999999995e-05,0.329875,0.07665,214783.25,50.75
4,0.452594595,0.831162162,0.518918919,153.0305946,-4.932027027,1.0,1.0,0.05073807599999999,2.59e-05,0.143124324,0.057462162000000004,216046.973,49.97297297
5,0.35200000000000004,0.819428571,0.287971429,140.8961429,-6.020857143,0.0,7.0,0.00024124299999999998,0.001004879,0.138528571,0.0531,242219.0,42.71428571
6,0.451285714,0.971142857,0.5978571429999999,144.10828569999998,-4.686428571,1.0,0.0,0.007396186,0.005586486,0.255,0.063657143,178329.4286,42.57142857
7,0.401032258,0.90783871,0.515032258,151.37729030000003,-4.783,1.0,8.0,0.002191955,0.005034661,0.217929032,0.099558065,191893.3548,51.16129032
8,0.47195652200000004,0.7800869570000001,0.332956522,132.8662174,-4.947347826000001,1.0,4.0,0.058720904000000004,0.0023990870000000003,0.200204348,0.059495652,230281.7826,48.04347826
9,0.444714286,0.832857143,0.468571429,158.69899999999998,-4.720428571,0.0,1.0,0.033614286,0.003564323,0.173557143,0.064057143,226973.2857,47.42857143
10,0.41316666700000004,0.7486666670000001,0.376,153.945,-6.223833332999999,0.0,11.0,0.14760816699999998,0.0041,0.198833333,0.11365,211189.0,43.83333333
11,0.4935,0.897,0.5670000000000001,133.1338333,-3.7193333330000002,1.0,9.0,0.051983333,6.67e-06,0.237666667,0.05975,195934.1667,49.66666667
12,0.423857143,0.829571429,0.4015,135.8717143,-4.253642857,1.0,1.0,0.024812857,0.0,0.230207143,0.0633,216246.9286,56.85714286
13,0.447625,0.765625,0.496625,152.087875,-7.776375,0.0,5.0,0.086226438,0.00633115,0.1466625,0.0491375,207045.0,48.75
14,0.516209877,0.825234568,0.492407407,139.0458765,-4.203407407,1.0,7.0,0.020673323,0.010522745,0.24253086399999998,0.058575309000000006,216565.3457,58.54320988
15,0.512679612,0.823902913,0.511456311,140.76354369999999,-4.552126213999999,1.0,2.0,0.06882400799999999,0.001183458,0.167405825,0.056724272,219264.5922,55.99029126
16,0.513,0.855,0.28800000000000003,129.061,-6.297999999999999,0.0,4.0,0.0254,0.000399,0.51,0.102,242560.0,53.0
17,0.5692857139999999,0.8352857140000001,0.614,135.4688571,-4.309857143,1.0,11.0,0.0288,0.001465253,0.163814286,0.043457143,183373.2857,47.85714286
18,0.593,0.855,0.8320000000000001,107.025,-6.678999999999999,1.0,11.0,0.00021400000000000002,0.0,0.11,0.0365,196013.0,43.0
19,0.6605,0.888,0.746,125.2425,-5.1205,1.0,7.0,0.00158,0.0038350000000000003,0.06225,0.04835,212860.0,50.5
20,0.546755319,0.8077553190000001,0.531,137.1530957,-4.401457447,1.0,2.0,0.05982723400000001,1.11e-05,0.177270213,0.08325319099999999,197841.2447,61.92553191
21,0.594482353,0.7572,0.6162,119.3368118,-5.009235294,1.0,4.0,0.05436073599999999,0.00011095,0.192778824,0.060690588,191023.5176,58.27058824
22,0.584391753,0.768134021,0.5474639179999999,128.6486495,-4.549010309,1.0,2.0,0.102126451,1.8e-06,0.178460825,0.048473195999999996,204715.1443,65.19587629
23,0.78075,0.78175,0.68675,111.99775,-4.01425,1.0,4.0,0.246175,4.4e-07,0.1765,0.100325,214756.75,73.5
24,0.568616438,0.735849315,0.447863014,132.08773970000001,-5.179520548,1.0,10.0,0.094380329,8.240000000000001e-05,0.170552055,0.06398219200000001,223135.3562,58.36986301
25,0.7146,0.7238,0.6768,111.8042,-4.9778,1.0,11.0,0.008328,0.0018171560000000001,0.07296,0.03102,211378.6,50.4
26,0.613611111,0.789666667,0.527388889,107.3852778,-4.700722222,1.0,9.0,0.166056222,0.010033178,0.185055556,0.051761111,216309.0,56.11111111
27,0.690422535,0.6881267609999999,0.512656338,106.3009155,-5.461521127,0.0,7.0,0.147159437,0.002311721,0.171822535,0.090439437,199922.8451,65.69014085
28,0.54592233,0.6788737859999999,0.474106796,131.9000485,-5.474631068,1.0,8.0,0.170941631,1.36e-05,0.179707767,0.060513592000000005,208488.9223,60.49514563
