artist_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,duration_ms,popularity
792507,-1.1901154029090961,-1.6081250074845121,-0.9030488781598519,-0.5307829816967691,-1.0323004966466207,0.46638708517592753,-0.14589770357210785,1.3296733617716279,-0.4773666753710427,0.31317130098823825,-0.2664959140308608,-0.6830914362015604,-1.0273566568746553
119107,-1.4954355845536331,-2.15971505015216,-1.5938020946138516,-1.3278968846130983,-3.1670019360350534,0.46638708517592753,-1.282783103520354,2.1925017949407173,3.199482053671483,-0.1025711451409275,-0.34949688604124945,0.2415056962136815,-2.7214438966417607
816890,0.5508947393100483,-0.6298241285581293,0.6766863204486073,-0.2774736978965268,-0.39156615247073034,0.46638708517592753,1.2752090463632,1.1600686364963788,-0.46969497867514426,0.4004388089595522,0.37848784603461844,-1.0045997847388843,-0.9812668157879715
79016,0.20193871972113073,-1.7777535795539605,-0.2307266550684111,-0.5448424753326685,-0.7822369544635924,0.46638708517592753,-0.14589770357210785,1.9158653107885628,-0.5107301853236292,0.18938837023386004,-0.0963974861688763,-0.7314775274658687,-1.812219435800955
66915,-0.24224579007060906,-0.497676242532158,0.033912009906694116,0.30271148655247127,-0.29376471068497406,0.46638708517592753,0.42254499640201526,0.7426979114827496,-0.420172859496433,0.9749413431717711,-0.06848763620921633,0.12404800782096537,-0.6602674822186874
894465,-0.15458756663530746,0.6223424242447368,0.5502046152268659,0.177756967840676,0.5087129061523055,0.46638708517592753,-1.5670044535074157,-0.1688177880966336,0.18756871867375946,0.6259933312127012,-0.24226803579558975,-0.19873677770122128,-0.37959971047628127
41874,-0.3136641410567845,-0.24681724578403808,0.4434726359467768,0.29394209214182215,0.007358877601770093,0.46638708517592753,0.9909876963761384,0.18625419647253028,-0.07267306157183358,-0.03906560166084068,-0.34139102761239,-1.165160860918621,-0.8797050497118213
180228,-0.3662013593255885,-0.7366198065901252,0.3800231752940087,-0.46256568547549076,-0.7027477715253158,0.46638708517592753,-1.5670044535074157,1.3492197160985866,-0.33705045092455604,0.4443707688322632,-0.151514871049097,-1.077125414513516,-0.46894471561904344
26350,-1.42044053681864,-2.0716572874921386,-1.0716172483446325,-0.6130637568574892,-2.4446519298659,0.46638708517592753,0.42254499640201526,2.0958560511412494,1.612414984080334,-0.059394307311773774,-0.016068528138732076,0.996395986442678,-2.3175255502796297
423829,-0.6297505537524931,-1.2831493172836574,-0.6355507081393666,-0.35506011933157755,-1.0934250023065213,-2.143775435493174,-1.5670044535074157,1.0585795850562905,0.311475706099969,0.20690651983416844,-0.2007151435682306,1.8846518721953323,-1.277112112966127
184502,-0.8587760317717985,-1.5913671239907337,-0.7691918565385295,-0.5891395884643148,-0.7876103998990058,0.46638708517592753,-1.5670044535074157,1.6578364722984265,-0.5450045521053051,0.15181135515379945,-0.12214132286870713,-0.3972221545686769,-1.3768134342384584
813392,-0.5834246118156635,-1.6932546820201546,-0.3510089495169521,-0.4790345141902088,-1.0811958582220853,0.46638708517592753,0.42254499640201526,1.7737584072786658,-0.4555536001065184,-0.1423828621088867,-0.3447272032033408,-1.024003984499316,-1.535574929123235
858827,-0.6379307604101426,0.07893542193931963,-0.5579565107482342,-0.1925152786608973,0.030527882915180275,0.46638708517592753,-0.9985617535332926,-0.20477228981075168,-0.4307431013810526,0.6266683663807603,0.017802665617435483,-0.17290671795302637,-0.5327514134347545
