,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.361714286,0.859571429,0.419285714,135.678,-7.351285713999999,1.0,7.0,0.036974714,0.004042779,0.24874285699999998,0.152171429,172822.7143,31.71428571
1,0.361714286,0.859571429,0.419285714,135.678,-7.351285713999999,1.0,7.0,0.036974714,0.004042779,0.24874285699999998,0.152171429,172822.7143,31.71428571
2,0.361714286,0.859571429,0.419285714,135.678,-7.351285713999999,1.0,7.0,0.036974714,0.004042779,0.24874285699999998,0.152171429,172822.7143,31.71428571
3,0.34805,0.96095,0.51025,131.8393,-4.3769,1.0,0.0,0.01268094,0.021015131,0.290215,0.13460999999999998,167643.4,43.25
4,0.34805,0.96095,0.51025,131.8393,-4.3769,1.0,0.0,0.01268094,0.021015131,0.290215,0.13460999999999998,167643.4,43.25
5,0.452594595,0.831162162,0.518918919,153.0305946,-4.932027027,1.0,1.0,0.05073807599999999,2.59e-05,0.143124324,0.057462162000000004,216046.973,49.97297297
6,0.34805,0.96095,0.51025,131.8393,-4.3769,1.0,0.0,0.01268094,0.021015131,0.290215,0.13460999999999998,167643.4,43.25
7,0.451285714,0.971142857,0.5978571429999999,144.10828569999998,-4.686428571,1.0,0.0,0.007396186,0.005586486,0.255,0.063657143,178329.4286,42.57142857
8,0.401032258,0.90783871,0.515032258,151.37729030000003,-4.783,1.0,8.0,0.002191955,0.005034661,0.217929032,0.099558065,191893.3548,51.16129032
9,0.401032258,0.90783871,0.515032258,151.37729030000003,-4.783,1.0,8.0,0.002191955,0.005034661,0.217929032,0.099558065,191893.3548,51.16129032
10,0.401032258,0.90783871,0.515032258,151.37729030000003,-4.783,1.0,8.0,0.002191955,0.005034661,0.217929032,0.099558065,191893.3548,51.16129032
11,0.401032258,0.90783871,0.515032258,151.37729030000003,-4.783,1.0,8.0,0.002191955,0.005034661,0.217929032,0.099558065,191893.3548,51.16129032
12,0.401032258,0.90783871,0.515032258,151.37729030000003,-4.783,1.0,8.0,0.002191955,0.005034661,0.217929032,0.099558065,191893.3548,51.16129032
13,0.401032258,0.90783871,0.515032258,151.37729030000003,-4.783,1.0,8.0,0.002191955,0.005034661,0.217929032,0.099558065,191893.3548,51.16129032
14,0.401032258,0.90783871,0.515032258,151.37729030000003,-4.783,1.0,8.0,0.002191955,0.005034661,0.217929032,0.099558065,191893.3548,51.16129032
15,0.516209877,0.825234568,0.492407407,139.0458765,-4.203407407,1.0,7.0,0.020673323,0.010522745,0.24253086399999998,0.058575309000000006,216565.3457,58.54320988
